【整租】上海湾流国际社区 江桥新城 湾流江桥店,江桥新城,b'2900-3400',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NzrHbYnW0vPjcOPjF3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THNYnWTYPjTkrjE1njcQTED1PHcOrHEzP1mYnWbYn9DvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdn9DQTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHN1nWTdPWNLrHT3rTDkTHDQnWc3rWDknjKxn1TknTDQTHcLPANdmHwbsynOrHnVPjnYPzY3PAwbsHN3Pv7WrHNdPAFbu9DzPHnLrj9OPH0zPjbdPHcKnWN1P193rHNLnWnQnHDzTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKnWTOPAmYnhDVnWTOmiYYPW91syDknWNVuh76rjD3uAFbuHP6TyEOn16BrHu6m1w6PHmdm19&tid=2094f42a-209a-4683-a025-faa818dbde3a
【整租】外高桥 高桥二村 1室1厅,高桥二村,b'2380',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1T3P1NYn1nzrHmdrj-3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THELPj0vPjcznWEOnWnzTED1nj9LPHE1n1cOPWN3rEDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdn9DzTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHDQPH0dP1n3njmYnTDkTHDQnWc3rWDknjKxn1TknTDQTyD3mWI6njDLsHbknADVPAcQuiYOuhwBsHmLrHI6mW03mvE1P9DzPjbQnHNLPHbvnH9kP1cKnWEOnHDdP1NOPWTQPW9kTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKPHckPynQujEVuH91mzYYujubsH6bujnVm1P-nhnOrynzuWFhTy7hPyubPHuWujP6rAcQryE&tid=5205c1d4-e83c-4d6d-8dd3-c3e2c99c2f2f
【合租】真如 恒力锦沧花园 2室主卧,恒力锦沧花园,b'2500',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NzP1bzrHELPj9znWP3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEdnWEYPW9OPHcdnWm1TED1PHcLrHcOPj0YrjcznkDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdn9D1TNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHcLnjcvrHcQPj0YPTDkTHDQnWc3rWDknjKxn1TknTDQTHw-mhc3PAF-sHb3PWcVPjPBrid6n16WsynduWEdPhwbuyPWPTDzPHnvnW03rHEQnH9Ynj9KnWN1PWcLrjbYnHTznjnzTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKmHN3n1whrjTVmhu-PaYYmHDQsHbkPvDVPANQmhnYPyc3nW9LTHbkuHRWmWFBPAw-nHbdnHb&tid=a5834f80-bfe4-4a11-907a-4e1bc45b8287
【合租】周浦 双秀家园 4室主卧,双秀家园,b'1850',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NznjDYnjmOn1nYnH63sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEdnWEYPW9OPHcdnWm1TED1PHcknHEkPWb1n1EQrTDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdn9DYTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHcLnjcvrHcQPj0YPTDkTHDQnWc3rWDknjKxn1TknTDQTyDYmWbvmW91syczmHNVPjEkmzd6nhnYsH9QmycdPjFbmHIhu9DzPHnknjELrHDdrHcOP1mKnWN1njTYP1bQPH03PWnzTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKPh7-P1NYPW0VuWDYniYYmWFhsycduWmVmy7WPAmYP1DYn1NLTHF-uyFWPj7BrjNzmW03nWN&tid=6ae75467-f141-4b2f-b5f6-aac4f4714357
【合租】松江新城 祥和花苑(公寓) 4室次卧,松江新城,b'1500',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1nHDvn10vnHT3nWF3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0YnjbQPjm3PHmvTED1PHnQnHm1P1mQnj9zn9DvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdn9DdTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcdnHc1n1mOnHDQnWEvPTDkTHDQnWc3rWDknjKxn1TknTDQTHm1nWcvPW0Osyc3nhmVPARhniY3uANvsH0YPvcLuAmdnWRWPEDzPHn3rjmvn1mOrHEdP1mKnWN1rj9vPWnvrH03nH9YTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKPWTzPyEYPAnVuyubPaYYmHEYsyD1PHEVmWF-uhNOmvnzujbYTH6bnWcznhu-PWNLm1T3PAm&tid=6025d44c-efd4-4a44-a354-b2efe9cc2d94
【合租】泗泾 泗泾新苑 4室主卧,泗泾新苑,b'2300',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NknHn1PH93rHn3rH-3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0YnjbQPjm3PHmvTED1PHTQn1ndrj9On19OrEDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdn9DvTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcdnHc1n1mOnHDQnWEvPTDkTHDQnWc3rWDknjKxn1TknTDQTymdrHI6P17BsH-BrHDVPjTkPid6n1RhsyEvuHcQnhFhujD3nTDzPHDdnjTYnj0znWc1njEKnWNQPHTkPjTLnWTLrHEYTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKrycOmvDkPvDVuyw6riYYnymQsycLm1TVuhcQPv76PhEYmW0zTyELPvR6nj-brAD1mWNLPW0&tid=9b9ca07a-eda9-41f1-b7c0-fb17aa6d4b72
【整租】洞泾 齐康苑 1室1厅,齐康苑,b'2750',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NkPj0zn1EYnW9Ln1F3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0YnjbQPjm3PHmvTED1PHTYP1c1PjEzrj01n9DvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdn9DLTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcdnHc1n1mOnHDQnWEvPTDkTHDQnWc3rWDknjKxn1TknTDQTHPBuWNOnvmYsyn1uyDVPjb1nad6mhPWsHPhPvDdnW7Bm1F6uEDzPHDLP1DYnHDdn1N3rjTKnWNQP10QPjDQPHckPHckTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKrjR6my7BrynVuWTLPiYYuh7bsH-hnjTVuHT3PjEvmWcQnW6-THubrHb1rjn1ryRWrHTzPjc&tid=85aaab9c-f075-4fad-9f00-e08446b2128e
【合租】张江 玉兰香苑(四期) 4室次卧,玉兰香苑(四期),b'2080',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1njcOPjDQPH9LnHK3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0Ynj9OPHmYrHNkTED1PHnknWbYnHDdrj0QnTDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkD3TNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHDQPH9YrjTLrjnYPTDkTHDQnWc3rWDknjKxn1TknTDQTH-bnWbYrHNLsH7brHTVPADQnidBPWPbsyDQrAELP16hrj6bPkDzPHn3nH0kPWN1rjcOnWTKnWN1rjDLnjmdn10YP1c3TEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKPyP6PjDYuhnVPj7BPiYYmHK-syDzPHcVrA7Wn17hnADOujT1TyPBnj9vryFWrANQmymvuHc&tid=5ca414fc-41b5-4a0e-a252-8ac31f0a9d03
【整租】外高桥 潼港六村 1室1厅,潼港六村,b'2880',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1DQPWEdrH9Yn1DdPj63sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THELPj0vPjcznWEOnWnzTED1nHDvPjNOrjE1nHNYrTDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDOTNujsgKWsyQG0Lw_uyuYTHDKnEDKsHDKTHcYrHDQPH0dP1n3njmYnTDkTHDQnWc3rWDknjKxn1TknTDQTH03Pjmvmyc3syDdn1nVPAEYriYOnAcOsHbdn1DQrjNOmHE1P9DzPjbQnHNLPWTOnHnYPjTKnWEOnHDdP1mkrjbYrH9YTEDYnW9zTHcKni3kTEDVTEDKpZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnHTkn7t1njTkTEDQnHE8rHD8rjb8nTDkTyOdUAkKni3kTHEzrjcKXLYKnHTknjmKnjPWnvF6nW0VPWcLPaYYP1N1sy7-PhcVP10vrjK6uAcznvmQTym1njPWn1EvuH0zmWNkrjD&tid=03c3ba27-6274-4753-ae6b-77680adb23f1
【合租】张江 张江公馆 3室次卧,张江公馆,b'2600',http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsLPCsWN3shPfUiqkpyOkmy-MUvOMXgNfn1EkP1T1PWN1PHn1rj-3sMPCIAd_TyEVmW76njKBnHmVrHELnaYYnvc1sHb1nhcVnAFBuW9zP1TQmHN1THEYPW0Ynj9OPHmYrHNkTED1PjTLnjnvPHndn1n3rEDvnjTknjTKPWTknjTkTH0knHnYTHcKnHN1PW91PW0kPHTdnkDQnT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHN3Pj9kP191PjEKnTDQnHczrjCQnjTkg1nknjTKnE7BmHIbPH-6naYLrHDLsHwWuWbVmWnQPBdhnW9Ym1cYnHwbP1EKnWEOnHDvPjbznWc1PHTYTHcYrHDQPWEOnWckP1DQn9DKPjc3n9DzTHD8nTDKsEDKTy6YIZTlszq1pa3draOWUvYf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HDknjKxn1TknTDKnHDYsWbQsW9OsWTKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTH6hrjuWrAw-sHKWmvDVPjE1uad6nWn1syu-uWczuAmLmW7Wu976mHEQmW0QP166PjDdrHbz&tid=8f86c8de-0cca-443d-a233-fef22df7b1cf
